translation
"{'th': 'เวลาไปบริษัทจะใส่สูทดำค่ะ', 'en': 'When I go to work, I wear a black suit.'}"
"{'th': 'คุณทานากะผูกเน็กไทสีเขียวค่ะ', 'en': 'Mr Tanaka has a green tie on.'}"
"{'th': 'สีผมคุณคิมูระสีน้ำตาลค่ะ', 'en': ""Ms Kimura's hair is brown.""}"
"{'th': 'ฉันชอบสีฟ้ากว่าสีแดงค่ะ', 'en': 'I like red more than blue.'}"
"{'th': 'สีที่ฉันชอบคือสีฟ้าค่ะ', 'en': 'My favourite colour is blue.'}"
"{'th': 'สีนี้สวยมากค่ะ', 'en': 'This colour is very pretty.'}"
"{'th': 'ได้รับผ้าเช็ดหน้าสีเหลืองในวันเกิดค่ะ', 'en': 'I received a yellow handkerchief for my birthday.'}"
"{'th': 'วางแจกันบนโต๊ะแล้วค่ะ', 'en': 'I put a vase on the table.'}"
"{'th': 'มีแมวอยู่ใต้โต๊ะค่ะ', 'en': 'There is a cat under the chair.'}"
"{'th': 'พอเลี้ยวขวาที่มุมถนนตรงโน้นก็จะมีซูเปอร์ค่ะ', 'en': 'If you turn right at that corner, there is a supermarket.'}"
"{'th': 'กระเป๋าใบนี้มีกระเป๋าเล็กด้านนอกค่ะ', 'en': 'This bag has an external side pocket.'}"
"{'th': 'ห้องน้ำอยู่ฝั่งซ้ายของระเบียงทางเดินค่ะ', 'en': 'The toilet is on the left side of the hallway.'}"
"{'th': 'สมุดโน้ตอยู่ในกระเป๋าค่ะ', 'en': 'The notebook is inside the bag.'}"
"{'th': 'ที่ห้องเรียนห้องตรงโน้นมีโทรทัศน์ค่ะ', 'en': 'There is a television in that room.'}"
"{'th': 'ที่บ้านมีหมากับแมวค่ะ', 'en': 'There are a dog and a cat in my house.'}"
"{'th': 'ตอนนี้คุณอิอยู่ที่หอสมุดค่ะ', 'en': 'Mr Lee is in the library right now.'}"
"{'th': 'พอเข้าหน้าหนาวทางเหนือของญี่ปุ่นอากาศจะหนาวมากค่ะ', 'en': 'During the winter, the northern part of Japan gets very cold.'}"
"{'th': 'ห้องฉันอยู่ฝั่งทิศใต้ก็เลยสว่างค่ะ', 'en': 'My room faces the south, so it is bright.'}"
"{'th': 'ฝั่งตะวันออกของเมืองนี้เป็นป่าไม้ทั้งหมดค่ะ', 'en': 'There is a forest on the east side of this town.'}"
"{'th': 'จากนี่ไปทางตะวันตกนิดหน่อยก็จะมีทะเลค่ะ', 'en': 'If you head a little bit more west, there is a beach.'}"
"{'th': 'พี่สาวคุณคิมูระเป็นคนสวยมากค่ะ', 'en': ""Ms Kimura's elder sister is very beautiful.""}"
"{'th': 'ตอนนี้คุณพ่อคุณแม่ฉันอยู่ต่างประเทศค่ะ', 'en': 'My parents are overseas.'}"
"{'th': 'ให้ของขวัญวันเกิดแม่แล้วค่ะ', 'en': 'I gave my mother a birthday present.'}"
"{'th': 'ตอนนี้พี่สาวอาศัยอยู่คนเดียวที่โตเกียวค่ะ', 'en': 'My elder sister is living by herself in Tokyo right now.'}"
"{'th': 'ภรรยาคุณทานากะเป็นอาจารย์มหาลัยค่ะ', 'en': ""Mr Tanaka's wife is a university lecturer.""}"
"{'th': 'อาทิตย์หน้าพี่ชายคุณอิจะมาเที่ยวญี่ปุ่นค่ะ', 'en': ""Mr Lee's elder brother will come to Japan next week.""}"
"{'th': 'คุณแม่คุณยามาดะทำอาหารเก่งมากค่ะ', 'en': ""Mr Yamada's mum is very good at cooking.""}"
"{'th': 'สามีคุณฮายาชิทำงานที่โรงพยาบาลค่ะ', 'en': ""Ms Kobayashi's husband works at a hospital.""}"
"{'th': 'พี่สาวคุณยามาดะตัวเล็กน่ารักค่ะ', 'en': ""Mr Yamada's little sister is short and cute.""}"
"{'th': 'น้องชายคุณโคบายาชิเล่นฟุตบอลค่ะ', 'en': ""Mr Kobayashi's little brother plays football.""}"
"{'th': 'ฉันมีพี่น้อง ๒ คนค่ะ', 'en': 'I have two brothers.'}"
"{'th': 'ผู้หญิงสวยคนโน้นคือคุณคิมูระค่ะ', 'en': 'That beautiful woman is Ms Kimura.'}"
"{'th': 'เด็ก ๆ เล่นอยู่ที่สวนสาธารณะค่ะ', 'en': 'There are children playing in the park.'}"
"{'th': 'ตรงโน้นมีเด็กผู้หญิงตัวเล็กอยู่ค่ะ', 'en': 'There is a small girl over there.'}"
"{'th': 'คุณลุงร้านขายผักร้านโน้นร่าเริงเสมอค่ะ', 'en': 'That middle-aged man at the vegetable shop is always buoyant.'}"
"{'th': 'คุณป้าของคุณโคบายาชิอาศัยอยู่ที่โตเกียวค่ะ', 'en': ""Mr Kobayashi's aunt lives in Tokyo.""}"
"{'th': 'ฉันบอกทางให้คุณตาแล้วค่ะ', 'en': 'I told an old man the way.'}"
"{'th': 'คุณย่าของคุณฮายาชิใส่แว่นตาค่ะ', 'en': ""Mr Hayashi's grandmother wears glasses.""}"
"{'th': 'เมื่อโตเป็นผู้ใหญ่แล้วก็สามารถกินเหล้าได้ค่ะ', 'en': 'When you become an adult, you can drink alcohol.'}"
"{'th': 'คุณมัตสึอิกับคุณอิเป็นเพื่อนกันค่ะ', 'en': 'Mr Matsui and Mr Lee are friends.'}"
"{'th': 'ฉันมีเพื่อนคนไทยค่ะ', 'en': 'I have Thai friends.'}"
"{'th': 'ผู้ชายคนโน้นตัวสูงและขายาวค่ะ', 'en': 'That man is tall and has long legs.'}"
"{'th': 'เด็กผู้ชายปีนต้นไม้อยู่ตรงโน้นค่ะ', 'en': 'A boy is climbing a tree over there.'}"
"{'th': 'กรุณารอ ๒ นาทีค่ะ', 'en': 'Please wait for two minutes.'}"
"{'th': 'วันนี้เป็นวันอาทิตย์แต่ไปทำงานค่ะ', 'en': 'Today is a Sunday, but I will go to the office.'}"
"{'th': 'ได้ยินว่าคุณยามาดะจะไปโตเกียวเดือนหน้าค่ะ', 'en': 'Mr Yamada will be going to Tokyo next month.'}"
"{'th': 'คุณช่วยทำงานตรงโน้นนะคะ', 'en': 'You should work over there.'}"
"{'th': 'แก้วใบนั้นของคุณค่ะ', 'en': 'That cup is yours.'}"
"{'th': 'ข้าวเย็น ฉันทำเองทุกวันค่ะ', 'en': 'It is me who cooks dinner every day.'}"
"{'th': 'ห้องน้ำอยู่ทางนี้ค่ะ', 'en': 'The restroom is this way.'}"
"{'th': 'นี่คุณโคบายาชิค่ะ', 'en': 'This is Mr Kobayashi.'}"
"{'th': 'ตรงนี้นั่งไม่ได้ก็เลยจะนั่งตรงโน้นค่ะ', 'en': 'I cannot sit here, so I will sit there.'}"
"{'th': 'ตึกตรงโน้นสร้างขึ้นเมื่อปี ๗๙๔ ค่ะ', 'en': 'That building was built in 794.'}"
"{'th': 'โน่นคุณยามาดะค่ะ', 'en': 'That is Mr Yamada.'}"
"{'th': 'โรงอาหารอยู่ที่ตึกโน้นค่ะ', 'en': 'The cafeteria is in that building over there.'}"
"{'th': 'อันตรายค่ะ อย่าไปทางนั้นค่ะ', 'en': ""Don't go that way because it is dangerous.""}"
"{'th': 'นั่นคุณอิค่ะ', 'en': 'That is Mr Lee.'}"
"{'th': 'ไปทางนั้นก็จะมีไปรษณีย์ ธนาคาร ฯลฯ ค่ะ', 'en': 'If you go there, there is a post office and a bank.'}"
"{'th': 'เดือนที่แล้วไปเที่ยวต่างประเทศค่ะ', 'en': 'I went on a trip abroad last month.'}"
"{'th': 'ฝากเงินธนาคารทุกเดือนค่ะ', 'en': 'Every month I deposit money in the bank.'}"
"{'th': 'เดือนนี้ซูเปอร์นั้นวันพุธปิดค่ะ', 'en': 'That supermarket will be closed on Wednesdays this month.'}"
"{'th': 'เดือนนี้งานยุ่งมากค่ะ', 'en': 'I was very busy with work this month.'}"
"{'th': 'เรียนภาษาอังกฤษที่อเมริกา ๓ เดือนค่ะ', 'en': 'I studied English in America for three months.'}"
"{'th': 'วันเกิดคุณมัตสึอิเดือนสิงหาคมค่ะ', 'en': ""Mr Matsui's birthday is in August.""}"
"{'th': 'พรุ่งนี้วันที่ ๑ เมษายนค่ะ', 'en': 'Tomorrow is 1 April.'}"
"{'th': 'เขียนจดหมายถึงเพื่อนต่างชาติทุกเดือนค่ะ', 'en': 'Every month I write a letter to my friend overseas.'}"
"{'th': 'ตั้งแต่สัปดาห์หน้า ๑ เดือนคุณฮายาชิจะไปทำงานที่ต่างประเทศค่ะ', 'en': 'Mr Hayashi will go abroad for work for one month from next week.'}"
"{'th': 'ทั้งที่เพิ่งตัดผมไปเมื่อเดือนที่แล้ว ผมยาวอีกแล้วค่ะ', 'en': 'Although I cut my hair last month, it has already become long.'}"
"{'th': 'ไปท่องเที่ยวกับครอบครัวทุกปีค่ะ', 'en': 'Every year I go on a family trip.'}"
"{'th': 'ปีที่แล้วเป็นปีดีค่ะ', 'en': 'Last year was a good year.'}"
"{'th': 'ฉันปีนภูเขาลูกนี้เมื่อ ๒ ปีที่แล้วค่ะ', 'en': 'I climbed this mountain two years ago.'}"
"{'th': 'คุณทานากะเรียนจบจากมหาวิทยาลัยเมื่อ ๒ ปีที่แล้วค่ะ', 'en': 'Mr Tanaka graduated from university two years ago.'}"
"{'th': 'ปีนี้อากาศร้อนกว่าปีที่แล้วค่ะ', 'en': 'It is hotter this year than last year.'}"
"{'th': 'ฉันจะเรียนกีตาร์ตั้งแต่ปีนี้ค่ะ', 'en': 'I will learn the guitar starting this year.'}"
"{'th': 'ฉันว่าจะซื้อรถใหม่ปีหน้าค่ะ', 'en': 'I am thinking of buying a new car next year.'}"
"{'th': 'ตั้งแต่ปีหน้าพี่ชายจะทำงานที่ธนาคารค่ะ', 'en': 'Starting next year, my brother will work at a bank.'}"
"{'th': 'อีก ๒ ปีจะกลับประเทศค่ะ', 'en': 'I will go back home in two years.'}"
"{'th': 'ได้ยินว่าอีก ๒ ปีตรงโน้นจะมีหอสมุดค่ะ', 'en': 'A library will be built there in two years.'}"
"{'th': 'ให้ของขวัญวันเกิดแม่ทุกปีค่ะ', 'en': 'Every year I give my mother a present on her birthday.'}"
"{'th': 'แต่งงานกับภรรยา ๕ ปีก่อนครับ', 'en': 'I married my wife five years ago.'}"
"{'th': 'คุณอิตั้งใจจะอยู่ญี่ปุ่น ๓ ปีค่ะ', 'en': 'Mr Lee will be in Japan for three years.'}"
"{'th': 'จะเจอคุณคิมูระที่สถานีรถไฟคืนนี้ค่ะ', 'en': 'I will meet Ms Kimura at the station this evening.'}"
"{'th': 'พรุ่งจะเจอคุณอิและให้ของฝากค่ะ', 'en': 'I will meet Mr Lee tomorrow, and I will give him a souvenir.'}"
"{'th': 'อากาศร้อนนิดหน่อยก็เลยจะเปิดหน้าต่างค่ะ', 'en': 'It is a little hot, so I will open the window.'}"
"{'th': 'เปิดประตูเข้าไปในห้องค่ะ', 'en': 'I will go into the room by opening the door.'}"
"{'th': 'อันตราย ห้ามเปิดหน้าต่างตรงโน้นค่ะ', 'en': ""Don't open that window because it is dangerous.""}"
"{'th': 'ยกมือขึ้นค่ะ', 'en': 'I will raise my hand.'}"
"{'th': 'ยกของที่ไม่ใช้ขึ้นบนชั้นหนังสือค่ะ', 'en': 'I will put the things I do not use on top of the bookcase.'}"
"{'th': 'พรุ่งนี้คุณฮายาชิมีงานก็เลยมาไม่ได้ค่ะ', 'en': 'Mr Kobayashi has work tomorrow, so he cannot come.'}"
"{'th': 'ตอนนี้ฉันไม่มีเงิน', 'en': 'I do not have any money right now.'}"
"{'th': 'เมื่อวานมีไข้ก็เลยไม่ไปโรงเรียนค่ะ', 'en': ""I didn't go to school because I had a fever yesterday.""}"
"{'th': 'เรียนเสร็จแล้วจะไปบ้านเพื่อนค่ะ', 'en': ""I will go to my friend's house after class.""}"
"{'th': 'พรุ่งนี้จะเขียนเรียงความในชั่วโมงเรียนก็เลยต้องมีพจนานุกรมค่ะ', 'en': 'I need a dictionary because we will be writing an essay in class tomorrow.'}"
"{'th': 'เวลาขึ้นรถไฟต้องมีตั๋วค่ะ', 'en': 'We need a ticket to ride the train.'}"
"{'th': 'เปิดสวิตช์ไฟค่ะ', 'en': 'I will switch on the light.'}"
"{'th': 'เปิดสวิตช์คอมพิวเตอร์ค่ะ', 'en': 'I will turn on the computer.'}"
"{'th': 'เมืองที่คุณทานากะเกิดคือโตเกียวค่ะ', 'en': 'Mr Tanaka was born in Tokyo.'}"
"{'th': 'ฉันเกิดวันที่ ๒๖ สิงหาคมค่ะ', 'en': 'I was born on 26 August.'}"
"{'th': 'ร้านโน้นขายขนมอร่อยค่ะ', 'en': 'That shop has tasty snacks.'}"
"{'th': 'นี่เป็นอาหารที่ไม่มีขายที่ญี่ปุ่นค่ะ', 'en': 'This is food that is not sold in Japan.'}"
"{'th': 'ห้ามวางของตรงนี้ค่ะ', 'en': 'You cannot put things here.'}"
"{'th': 'กดตรงนี้กาแฟก็จะออกมาค่ะ', 'en': 'If you push here, coffee will come out.'}"
"{'th': 'ฉันจำคนนั้นไม่ได้ค่ะ', 'en': ""I didn't remember that person.""}"
"{'th': 'จำภาษาญี่ปุ่นโดยการดูทีวีทุกวันค่ะ', 'en': 'I remember Japanese by watching TV every day.'}"
"{'th': 'ทำงานเสร็จแล้วก็จะไปกินข้าวเย็นค่ะ', 'en': 'I will go eat dinner after I finish work.'}"
"{'th': 'ถ้าส่งจดหมายทางเรือจะใช้เวลานานมากค่ะ', 'en': 'If you send a letter by sea, it will take time.'}"
"{'th': 'จากสถานีรถไฟถึงโรงพยาบาลนั่งรถเมล์ ๑๐ นาทีค่ะ', 'en': 'It takes 10 minutes by bus from the station to the hospital.'}"
"{'th': 'โทรศัพท์ไปที่บ้านแต่ไม่มีใครรับค่ะ', 'en': 'I called home, but no one was home.'}"
"{'th': 'จะโทรศัพท์หาเพื่อนคืนนี้ค่ะ', 'en': 'I will call my friend this evening.'}"
"{'th': 'เครื่องทำความร้อนดับก็เลยรีบเปิดใหม่ทันที', 'en': 'I turned on the heater quickly when it went out.'}"
"{'th': 'ไฟในห้องดับแล้วค่ะ', 'en': 'The lights in the room went out.'}"
"{'th': 'ปิดสวิตช์คอมพิวเตอร์ค่ะ', 'en': 'I will turn off the computer.'}"
"{'th': 'พี่สาวจะแต่งงานฤดูใบไม้ผลิปีหน้าค่ะ', 'en': 'My sister will marry next spring.'}"
"{'th': 'คุณทานากะแต่งงานมีลูกแล้วค่ะ', 'en': 'Mr Tanaka is married and has children.'}"
"{'th': 'ดอกไม้สวยบานจำนวนมากในสวนสาธารณะค่ะ', 'en': 'There are a lot of pretty flowers in bloom in the park.'}"
"{'th': 'ดอกไม้ชนิดนี้จะบานเมื่อเข้าฤดูใบไม้ผลิค่ะ', 'en': 'These flowers will blossom in the spring.'}"
"{'th': 'ทำหนังสือเดินทางหายที่ต่างประเทศก็เลยลำบากค่ะ', 'en': 'It was troubling for me because I lost my passport while I was abroad.'}"
"{'th': 'ฝกตกอยู่ก็เลยกางร่มไปโรงเรียนค่ะ', 'en': 'It is raining, so I will put up an umbrella and go to school.'}"
"{'th': 'มีร้านหนังสือร้านใหญ่ที่หน้ามหาวิทยาลัยแล้วค่ะ', 'en': 'A big bookstore was built in front of the university.'}"
"{'th': 'เข้าห้องแล้วปิดประตูค่ะ', 'en': 'I close the door when I get into the room.'}"
"{'th': 'คุณโคบายาชิไม่รู้จักร้านอาหารร้านนั้นค่ะ', 'en': 'Mr Kobayashi did not know the restaurant.'}"
"{'th': 'ฉันรู้หมายเลขโทรศัพท์ของคุณยามาดะค่ะ', 'en': ""I know Mr Yamada's telephone number.""}"
"{'th': 'ยืนร้องเพลงค่ะ', 'en': 'I will stand and sing a song.'}"
"{'th': 'คุณคิมูระยืนอยู่ตรงโน้นค่ะ', 'en': 'Ms Kimura is standing over there.'}"
"{'th': 'คุณทานากะถูกคุณฮายาชิไหว้วานเรื่องงานค่ะ', 'en': 'Mr Tanaka was asked to do work by Mr Hayashi.'}"
"{'th': 'แม่วานให้ฉันซื้อของเป็นประจำค่ะ', 'en': 'My mum always asks me to do the shopping.'}"
"{'th': 'ญี่ปุ่นกับต่างประเทศภาษาแตกต่างกันค่ะ', 'en': 'The languages spoken in Japan are different from those in overseas countries.'}"
"{'th': 'นี่สมุดโน้ตฉันค่ะ', 'en': 'This is my notebook.'}"
"{'th': 'คืนนี้จะออกจากบริษัทเร็วแล้วกลับบ้านค่ะ', 'en': 'I will leave work early this evening and go home.'}"
"{'th': 'ตักอาหารที่ชอบอะไรก็ได้ค่ะ', 'en': 'I will take whatever food I like.'}"
"{'th': 'หยิบโชยุให้คุณอิค่ะ', 'en': 'I passed the soy sauce to Mr Lee.'}"
"{'th': 'ลิฟต์ตัวนี้หยุดตั้งแต่ชั้น ๒ ถึงชั้น ๙ ค่ะ', 'en': 'This lift will stop from the second floor to the ninth floor.'}"
"{'th': 'รถหยุดที่ด้านหน้าฉันค่ะ', 'en': 'A car stopped in front of me.'}"
"{'th': 'พรุ่งนี้จะไม่ลืมคืนหนังสือค่ะ', 'en': 'I will not forget to return the book to you.'}"
"{'th': 'เมื่อวานลืมร่มในรถไฟค่ะ', 'en': 'I forgot my umbrella in the train yesterday.'}"
"{'th': 'มีคำถามที่ไม่เข้าใจก็เลยจะถามอาจารย์ค่ะ', 'en': 'I will ask my teacher a question because there is a question I do not understand.'}"
"{'th': 'คุณอิเข้าใจภาษาญี่ปุ่นค่ะ', 'en': 'Mr Lee understands Japanese.'}"
"{'th': 'เมื่อวานให้แผนที่เมืองนี้กับคุณคิมูระแล้วค่ะ', 'en': 'I gave a map of this town to Mr Kimura yesterday.'}"
"{'th': 'เรียกแท็กซี่คันนึงค่ะ', 'en': 'I will call a taxi.'}"
"{'th': 'อาจารย์เรียกชื่อคุณยามาดะค่ะ', 'en': ""The teacher called Mr Yamada's name.""}"
"{'th': 'ทำงานนานแล้วก็เลยหยุดพักไปนิดหน่อยค่ะ', 'en': 'I worked for a long time, so I took a little rest.'}"
"{'th': 'ฉันรอรถเมล์อยู่ค่ะ', 'en': 'I am waiting for the bus.'}"
"{'th': 'คืนนี้ฉันจะรอคุณโคบายาชิที่สถานีรถไฟค่ะ', 'en': 'I will wait for Mr Kobayashi at the station this evening.'}"
"{'th': 'คุณคิมูระให้ฉันดูรูปค่ะ', 'en': 'Ms Kimura showed me the picture.'}"
"{'th': 'ฉันเคยปีนเขาลูกโน้นค่ะ', 'en': 'I have climbed that mountain before.'}"
"{'th': 'สุดสัปดาห์จะปีนเขากับเพื่อนค่ะ', 'en': 'I will climb the mountain with my friend on the weekend.'}"
"{'th': 'ฉันเรียนภาษาญี่ปุ่นกับอาจารย์คนนั้นอยู่ค่ะ', 'en': 'I am learning Japanese from that teacher.'}"
"{'th': 'เมื่อวานคุณอิเรียนอักษรคันจิกับคุณมัตสึอิค่ะ', 'en': 'Yesterday, Mr Lee learned Kanji from Mr Matsui.'}"
"{'th': 'มหาวิทยาลัยจะเปิดเทอมตั้งแต่เดือนเมษายนค่ะ', 'en': 'University starts in April.'}"
"{'th': 'การเรียนการสอนจะเริ่มตั้งแต่ ๙ โมงเช้าค่ะ', 'en': 'Class starts at 9.00 in the morning.'}"
"{'th': 'ที่ชั้นหนังสือมีหนังสือวางเรียงไว้มากมายค่ะ', 'en': 'There are a lot of books arranged on the bookshelf.'}"
"{'th': 'เรียงจานบนโต๊ะค่ะ', 'en': 'I will lay out the plates on the table.'}"
"{'th': 'หน้าร้านอาหารมีคนยืนต่อแถวเป็นจำนวนมากค่ะ', 'en': 'There are a lot of people lined up in front of the restaurant.'}"
"{'th': 'เมื่อวานยืนต่อแถว ๑ ชั่วโมงเพื่อดูหนังค่ะ', 'en': 'I waited in queue for an hour to watch the film yesterday.'}"
"{'th': 'เรียนจบมหาวิทยาลัยแล้วอยากเป็นหมอค่ะ', 'en': 'I want to become a doctor when I graduate from university.'}"
"{'th': 'พอเข้าหน้าร้อนก็จะร้อนค่ะ', 'en': 'In summer, it becomes hot.'}"
"{'th': 'ปีหน้าฉันจะเรียนจบมหาวิทยาลัยค่ะ', 'en': 'I will graduate from university next year.'}"
"{'th': 'วันจันทร์จะไปโรงเรียนแต่เช้าค่ะ', 'en': 'I will go to school starting Monday morning.'}"
"{'th': 'ต้องคืนหนังสือภายในวันอังคารค่ะ', 'en': 'You must return the book by Tuesday.'}"
"{'th': 'โรงพยาบาลตรงโน้นวันพุธและวันอาทิตย์ปิดค่ะ', 'en': 'That hospital is closed on Wednesdays and Sundays.'}"
"{'th': 'จะไปโอนเงินที่ธนาคารบ่ายวันพฤหัสค่ะ', 'en': 'I will go to the bank and transfer some money on Thursday afternoon.'}"
"{'th': 'วันรุ่งขึ้นเป็นวันหยุด ปกติวันศุกร์ก็เลยจะไปเที่ยวกับเพื่อนค่ะ', 'en': 'I always play with my friends on Fridays because the next day is a day off.'}"
"{'th': 'วันเสาร์จะกินอาหารค่ำที่บ้านคุณฮายาชิค่ะ', 'en': ""I will eat dinner at Mr Hayashi's house this Saturday.""}"
"{'th': 'อาทิตย์ที่แล้ววันเกิดแม่ค่ะ', 'en': ""It was my mother's birthday last week.""}"
"{'th': 'สัปดาห์นี้ชั่วโมงภาษาญี่ปุ่นหยุดค่ะ', 'en': 'There will not be Japanese class this week.'}"
"{'th': 'สัปดาห์หน้ามีสอบก็เลยจะเรียนหนังสือค่ะ', 'en': 'I will study because I have a test next week.'}"
"{'th': 'พี่สาวจะแต่งงานอาทิตย์หน้าค่ะ', 'en': ""Next week is my sister's wedding.""}"
"{'th': 'ทุกวันเสาร์จะซ้อมฟุตบอลค่ะ', 'en': 'I practise football on Sunday every week.'}"
"{'th': 'ไปเที่ยวต่างประเทศกับเพื่อนปีที่แล้วค่ะ', 'en': 'Last year, I went on a trip abroad with my friend.'}"
"{'th': 'เมื่อวานซืนซื้อรองเท้าคู่ใหม่ที่ห้างสรรพสินค้าค่ะ', 'en': 'The day before yesterday, I bought new shoes at the department store.'}"
"{'th': 'เมื่อวานซืนหนาว หิมะก็เลยตกค่ะ', 'en': 'It was cold the day before yesterday, so it snowed.'}"
"{'th': 'เมื่อวานมีร้านอาหารใหม่เปิดที่หน้าสถานีรถไฟค่ะ', 'en': 'A new restaurant was built in front of the station yesterday.'}"
"{'th': 'ส่งจดหมายถึงแม่เมื่อวานค่ะ', 'en': 'I sent a letter to my mother yesterday.'}"
"{'th': 'วันนี้เป็นหวัดก็เลยหยุดเรียนค่ะ', 'en': 'I was absent from school because I was sick.'}"
"{'th': 'วันนี้จะไปดูหนังกับคุณอิค่ะ', 'en': 'Today, I will go watch a film with Mr Lee.'}"
"{'th': 'ตั้งแต่พรุ่งนี้จะเรียนอักษรคันจิทุกวันค่ะ', 'en': 'Starting tomorrow, I will study kanji every day.'}"
"{'th': 'พรุ่งนี้ต้องไปสถานทูตค่ะ', 'en': 'I must go to the embassy tomorrow.'}"
"{'th': 'มะรืนนี้ตั้งใจจะไปว่ายน้ำที่ทะเลค่ะ', 'en': 'I am thinking of going to the beach to swim the day after tomorrow.'}"
"{'th': 'มะรืนนี้จะมีการแข่งขันเบสบอลค่ะ', 'en': 'There is a baseball game the day after tomorrow.'}"
"{'th': 'เมื่อคืนเหนื่อยก็เลยนอนเร็วค่ะ', 'en': 'I went to sleep early last night because I was tired.'}"
"{'th': 'เมื่อคืนไปกินอาหารค่ำกับคุณคิมูระค่ะ', 'en': 'I went to eat dinner with Ms Kimura last night.'}"
"{'th': 'ตั้งแต่สัปดาห์หน้าจะมีสอบทุกวันค่ะ', 'en': 'Starting next week, we have a test every day.'}"
"{'th': 'ทุกเช้าจะอ่านหนังสือพิมพ์แล้วไปบริษัทค่ะ', 'en': 'I read the newspaper every morning and go to work.'}"
"{'th': 'ตื่นนอน ๖ โมงทุกเช้าค่ะ', 'en': 'I wake up at 6.00 every morning.'}"
"{'th': 'อ่านหนังสือก่อนนอนทุกคืนค่ะ', 'en': 'Every night I read a book before going to sleep.'}"
"{'th': 'เรียนภาษาอังกฤษ ๒ ชั่วโมงทุกคืนค่ะ', 'en': 'I study English for two hours every night.'}"
"{'th': 'โรงแรมนี้วันละ ๗,๘๐๐ เยนค่ะ', 'en': 'This hotel is 7,800 yen a day.'}"
"{'th': 'เมื่อวานฝนตกก็เลยอยู่บ้านทั้งวันค่ะ', 'en': 'It was raining yesterday, so I was at my house the whole day.'}"
"{'th': 'แม่เกิดวันที่ ๒๙ พฤศจิกายนค่ะ', 'en': 'My mother was born on the 29th of November.'}"
"{'th': 'เมื่อเช้าออกจากบ้านโดยไม่ได้กินข้าวค่ะ', 'en': 'I left the house without eating this morning.'}"
"{'th': 'เมื่อเช้าอากาศดีค่ะ', 'en': 'The weather is nice this morning.'}"
"{'th': 'คืนนี้เพื่อนจะค้างที่บ้านค่ะ', 'en': 'My friend is going to stay at my house tonight.'}"
"{'th': 'คืนนี้อากาศหนาวมากค่ะ', 'en': 'It is very cold tonight.'}"
"{'th': 'วันนี้มีเรียนตั้งแต่เช้าถึงเย็นค่ะ', 'en': 'Today, we had class from morning until evening.'}"
"{'th': 'ปกติขึ้นรถไฟขบวน ๘ โมงเช้าค่ะ', 'en': ""I always ride the train at eight o'clock in the morning.""}"
"{'th': 'ไปร้านกาแฟกับคุณคิมูระเมื่อวานตอนเที่ยงค่ะ', 'en': 'I went to a cafe with Mr Kimura during lunchtime yesterday.'}"
"{'th': 'ตอนเที่ยงจะหยุดพักเที่ยง ๑ ชั่วโมงทุกวันค่ะ', 'en': 'I rest for an hour during lunchtime every day.'}"
"{'th': 'ต้องทำงานนี้ให้เสร็จภายในเย็นนี้ค่ะ', 'en': 'I need to finish this work by evening.'}"
"{'th': 'ไปเดินเล่นที่สวนสาธารณะตอนเย็นค่ะ', 'en': 'I went for a walk in the park this evening.'}"
"{'th': 'ซูเปอร์ตรงโน้นกลางคืนก็เปิดค่ะ', 'en': 'That supermarket is open at night too.'}"
"{'th': 'เที่ยงคืนแล้วแต่ก็จะเรียนหนังสือค่ะ', 'en': 'Even though it is already 12.00 midnight, I will study.'}"
"{'th': 'พ่อทำงานตั้งแต่เช้าถึงเย็นทุกวันค่ะ', 'en': 'My father works from morning to evening every day.'}"
"{'th': 'คืนเมื่อวานเรียนจนดึกค่ะ', 'en': 'I was studying until late yesterday evening.'}"
"{'th': 'พรุ่งนี้อยู่ที่โรงเรียนช่วงเช้าค่ะ', 'en': 'I will be at school tomorrow morning.'}"
"{'th': 'ตอนนี้ ๗ โมงเช้าค่ะ', 'en': 'It is seven in the morning right now.'}"
"{'th': 'ตอนนี้ ๑ ทุ่มค่ะ', 'en': 'It is seven in the afternoon right now.'}"
"{'th': 'เมื่อเช้ามีเวลาก็เลยอ่านหนังสือพิมพ์แล้วค่อยออกจากบ้านค่ะ', 'en': 'I have some time this morning, so I will read the newspaper before heading out.'}"
"{'th': 'งานยุ่งก็เลยไม่มีเวลาเที่ยวเล่นค่ะ', 'en': ""I am busy with work, so I don't have time to go out.""}"
"{'th': 'ในชั่วโมงเรียนต้องตั้งใจฟังเรื่องที่อาจารย์พูดค่ะ', 'en': 'We must listen to the teacher carefully during class.'}"
"{'th': 'จากบ้านถึงโรงเรียนนั่งรถไฟ ๑ ชั่วโมงค่ะ', 'en': 'It takes one hour to get from my house to school by train.'}"
"{'th': 'เมื่อวานนอน ๘ ชั่วโมงค่ะ', 'en': 'I slept for eight hours yesterday.'}"
"{'th': 'กลับถึงบ้านแล้วจะอาบน้ำก่อนค่ะ', 'en': 'When I get home, I take a shower first.'}"
"{'th': 'เวลาขึ้นรถไฟ ให้คนที่จะลงลงก่อนค่ะ', 'en': 'When we ride the train, we let the people get off first.'}"
"{'th': 'ใส่น้ำตาลแล้วต่อไปก็ใส่โชยุเล็กน้อยค่ะ', 'en': 'After you put in some sugar, then you put in a little bit of soy sauce.'}"
